Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,02/03/2018 09:16:42,110,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18181.81818,110.0,0.0,110.0,110.0,110.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,18181.81818,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,63105,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:16:32,10097524,8,9,848,4254,533,0,106.0,187.3872995,1460,0,472.6666667,567.4262067,505.2723816,1.683581044,631095.25,2441040.019,9782961.0,0.0,314563.0,44937.57143,81715.54212,227691.0,154.0,10100000.0,1260138.625,3444507.215,9782972.0,0.0,0,0,0,0,172,184,0.792273433,0.891307612,0,1460,283.4444444,452.1879128,204473.9085,0,0,1,1,0,0,0,1,1,300.1176471,106.0,472.6666667,0,0,0,0,0,0,8,848,9,4254,8192,31088,3,20,314563.0,0.0,314563.0,314563.0,9782961.0,0.0,9782961.0,9782961.0,Benign
443,6,02/03/2018 09:16:42,115,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17391.30435,115.0,0.0,115.0,115.0,115.0,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,17391.30435,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,63338,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:16:47,69852,9,7,509,4111,194,0,56.55555556,82.87054831,1430,0,587.2857143,654.1265714,66139.83852,229.0557178,4656.8,7422.144051,18169.0,0.0,69852.0,8731.5,8787.190547,19499.0,17.0,51437.0,8572.833333,13406.89748,31652.0,0.0,0,0,0,0,192,152,128.8438413,100.2118765,0,1430,271.7647059,487.9674079,238112.1912,0,0,1,1,0,0,0,1,0,288.75,56.55555556,587.2857143,0,0,0,0,0,0,9,509,7,4111,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50139,6,02/03/2018 09:16:47,16372,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,2321.035915,183.2396775,8186.0,11554.1248,16356.0,16.0,16372.0,16372.0,0.0,16372.0,16372.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,122.159785,61.0798925,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
123,17,02/03/2018 09:12:54,19097,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5026.967587,104.7284914,19097.0,0.0,19097.0,19097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,52.36424569,52.36424569,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
1900,17,02/03/2018 08:57:22,6070246,8,0,1096,0,137,137,137.0,0.0,0,0,0.0,0.0,180.5528145,1.317903755,867178.0,1350869.656,2844170.0,41147.0,6070246.0,867178.0,1350869.656,2844170.0,41147.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,1.317903755,0.0,137,137,137.0,0.0,0.0,0,0,0,0,0,0,0,0,0,154.125,137.0,0.0,0,0,0,0,0,0,8,1096,0,0,-1,-1,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,02/03/2018 09:17:23,278200,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14.37814522,92733.33333,160362.5419,277904.0,34.0,278200.0,139100.0,196346.5826,277938.0,262.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,10.78360891,3.594536305,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:16:30,60542167,13,13,869,3306,535,0,66.84615385,154.1713582,1460,0,254.3076923,538.4357567,68.96020091,0.429452748,2421686.68,4340794.143,10000000.0,0.0,60500000.0,5045180.583,5226255.673,10100000.0,435.0,60500000.0,5039497.25,5232306.362,10100000.0,0.0,0,0,0,0,272,264,0.214726374,0.214726374,0,1460,154.6296296,393.0861276,154516.7037,0,0,1,1,0,0,0,1,1,160.5769231,66.84615385,254.3076923,0,0,0,0,0,0,13,869,13,3306,8192,31088,8,20,100475.8333,73200.1873,249537.0,68099.0,9989863.333,48073.33017,10000000.0,9891841.0,Benign
443,6,02/03/2018 09:16:32,60151609,13,14,944,4814,617,0,72.61538462,174.7467398,1460,0,343.8571429,550.7678357,95.72478768,0.448865798,2313523.423,4275288.743,10000000.0,1.0,60200000.0,5012634.083,5185276.848,10000000.0,3982.0,60100000.0,4626155.385,5156285.422,10000000.0,1.0,0,0,0,0,284,352,0.21612057,0.232745229,0,1460,205.6428571,423.8147057,179618.9048,0,0,1,1,0,0,0,1,1,213.2592593,72.61538462,343.8571429,0,0,0,0,0,0,13,944,14,4814,8192,115,8,20,58362.33333,114711.4162,292516.0,11480.0,9966885.667,82490.70993,10000000.0,9799054.0,Benign
53,17,02/03/2018 09:13:46,332,1,1,31,47,31,31,31.0,0.0,47,47,47.0,0.0,234939.759,6024.096386,332.0,0.0,332.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3012.048193,3012.048193,31,47,36.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,54.5,31.0,47.0,0,0,0,0,0,0,1,31,1,47,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:16:31,61778399,18,16,2107,4326,610,0,117.0555556,225.4301698,1460,0,270.375,492.1755615,104.1302479,0.550354178,1872072.697,3888764.994,10000000.0,1.0,61800000.0,3634023.471,4849310.266,10000000.0,218.0,61800000.0,4117772.333,4991822.754,10000000.0,1.0,0,0,0,0,372,404,0.291363977,0.258990201,0,1460,183.8,373.0385408,139157.7529,0,0,1,1,0,0,0,1,0,189.2058824,117.0555556,270.375,0,0,0,0,0,0,18,2107,16,4326,8192,124,11,20,167461.3333,381858.1638,946926.0,11458.0,9987463.667,39934.07296,10000000.0,9905949.0,Benign
445,6,02/03/2018 09:17:52,165109,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24.22642012,55036.33333,95289.35463,165067.0,1.0,165109.0,82554.5,116748.2793,165108.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,18.16981509,6.056605031,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,02/03/2018 09:09:30,2387838,9,8,1148,2754,677,0,127.5555556,218.6910556,1173,0,344.25,520.2819977,1634.114207,7.119410948,149239.875,321991.078,967529.0,2.0,2387838.0,298479.75,438755.637,1024829.0,2.0,2369023.0,338431.8571,437837.2136,986914.0,21585.0,0,0,0,0,204,172,3.769099914,3.350311035,0,1173,216.7777778,385.4783973,148593.5948,0,0,0,1,0,0,0,0,0,229.5294118,127.5555556,344.25,0,0,0,0,0,0,9,1148,8,2754,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:16:30,115406977,20,19,715,5710,342,0,35.75,88.93396427,1460,0,300.5263158,543.7221889,55.67254396,0.337934508,3037025.711,4575608.398,10000000.0,1.0,115000000.0,6074051.421,4896450.975,10000000.0,42.0,111000000.0,6144120.889,5032722.877,10000000.0,1.0,0,0,0,0,412,524,0.173299748,0.16463476,0,1460,160.625,398.112063,158493.2147,0,0,1,1,0,0,0,1,0,164.7435897,35.75,300.5263158,0,0,0,0,0,0,20,715,19,5710,8192,123,15,20,43607.27273,27494.43512,126506.0,35242.0,10000000.0,2825.248678,10000000.0,10000000.0,Benign
443,6,02/03/2018 09:16:29,116174854,21,18,778,3502,415,0,37.04761905,99.56780413,1460,0,194.5555556,450.443993,36.84101897,0.335700874,3057233.0,4574986.954,10000000.0,1.0,116000000.0,5808742.7,4928625.174,10000000.0,14.0,111000000.0,6521280.471,4918613.471,10000000.0,1.0,0,0,0,0,432,504,0.180762009,0.154938865,0,1460,107.0,316.2183601,99994.05128,0,0,1,1,0,0,0,1,0,109.7435897,37.04761905,194.5555556,0,0,0,0,0,0,21,778,18,3502,8192,980,15,20,67570.83333,123213.1456,458825.0,31896.0,9613665.833,1364542.535,10000000.0,5281032.0,Benign
50105,6,02/03/2018 09:18:25,23,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,1347826.087,130434.7826,11.5,16.26345597,23.0,0.0,23.0,11.5,16.26345597,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,130434.7826,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,980,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50112,6,02/03/2018 09:18:26,9115,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,219.4185409,9115.0,0.0,9115.0,9115.0,9115.0,9115.0,0.0,9115.0,9115.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,219.4185409,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:16:30,116408449,21,19,828,5590,455,0,39.42857143,107.9933199,1460,0,294.2105263,541.8598198,55.13345513,0.34361767,2984832.026,4525553.641,10000000.0,1.0,116000000.0,5820422.45,4869932.601,10000000.0,19.0,111000000.0,6183264.556,4948870.865,10000000.0,1.0,0,0,0,0,432,524,0.180399277,0.163218393,0,1460,156.5365854,393.4113685,154772.5049,0,0,1,1,0,0,0,1,0,160.45,39.42857143,294.2105263,0,0,0,0,0,0,21,828,19,5590,8192,123,15,20,113851.6667,354458.9572,1239410.0,11463.0,9586850.833,1413841.178,10000000.0,5098191.0,Benign
80,6,02/03/2018 09:16:31,115293605,16,14,445,706,434,0,27.8125,108.3175694,706,0,50.42857143,188.6864368,9.983207655,0.260205239,3975641.552,4842675.595,10000000.0,19.0,115000000.0,7686240.333,4214338.351,10100000.0,159.0,111000000.0,8568216.077,3759914.655,10100000.0,95119.0,0,0,0,0,332,424,0.138776127,0.121429111,0,706,37.12903226,146.5227495,21468.91613,0,0,1,1,0,0,0,1,0,38.36666667,27.8125,50.42857143,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,124635.0909,98380.34959,421263.0,94942.0,10000000.0,42030.50929,10000000.0,9874707.0,Benign
80,6,02/03/2018 09:16:30,116322818,19,18,1313,2118,434,0,69.10526316,162.334324,706,0,117.6666667,270.7386411,29.49550277,0.318080327,3231189.389,4595575.825,10000000.0,17.0,116000000.0,6462378.778,4748374.267,10100000.0,11042.0,112000000.0,6611729.294,4881780.725,10100000.0,95550.0,0,0,0,0,392,504,0.163338546,0.154741781,0,706,90.28947368,217.5169342,47313.61664,0,0,1,1,0,0,0,1,0,92.72972973,69.10526316,117.6666667,0,0,0,0,0,0,19,1313,18,2118,8192,250,14,20,218522.3636,408580.2502,1450438.0,94703.0,9999690.182,46627.97821,10000000.0,9859103.0,Benign
50111,6,02/03/2018 09:18:26,999,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2002.002002,999.0,0.0,999.0,999.0,999.0,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2002.002002,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,02/03/2018 09:16:31,116290110,18,15,875,1412,432,0,48.61111111,139.4789206,706,0,94.13333333,248.4172373,19.66633276,0.283773057,3634065.938,4778424.502,10000000.0,15.0,116000000.0,6840594.706,4591711.026,10000000.0,138.0,111000000.0,7905759.5,4193845.67,10000000.0,11385.0,0,0,0,0,372,444,0.154785304,0.128987753,0,706,67.26470588,191.9830025,36857.47326,0,0,1,1,0,0,0,1,0,69.3030303,48.61111111,94.13333333,0,0,0,0,0,0,18,875,15,1412,8192,176,13,20,66728.18182,183877.9507,621141.0,11213.0,9995129.727,29578.30115,10000000.0,9905948.0,Benign
80,6,02/03/2018 09:16:32,115791706,16,14,443,706,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.922990512,0.259085914,3992817.448,4884775.128,10000000.0,15.0,116000000.0,7719447.067,4131457.511,10000000.0,148.0,110000000.0,8476745.692,3756789.729,10000000.0,11306.0,0,0,0,0,332,424,0.138179154,0.12090676,0,706,37.06451613,146.3425059,21416.12903,0,0,1,1,0,0,0,1,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,21326.09091,33621.29818,122698.0,11122.0,9996637.909,24897.93762,10000000.0,9921568.0,Benign
80,6,02/03/2018 09:16:31,116901473,22,17,1755,3152,436,0,79.77272727,171.879507,788,0,185.4117647,344.5430051,41.97551899,0.333614274,3076354.553,4557170.676,10000000.0,16.0,117000000.0,5566736.81,4897398.398,10000000.0,166.0,111000000.0,6965502.5,4674415.337,10000000.0,1244.0,0,0,0,0,452,484,0.188192667,0.145421606,0,788,122.675,260.2860741,67748.84038,0,0,1,1,0,0,0,1,0,125.8205128,79.77272727,185.4117647,0,0,0,0,0,0,22,1755,17,3152,8192,294,15,20,140839.1818,429403.6899,1435540.0,11287.0,9990794.0,43679.35688,10000000.0,9859096.0,Benign
80,6,02/03/2018 09:16:32,115501150,16,14,449,788,438,0,28.0625,109.3175611,788,0,56.28571429,210.6018586,10.70985008,0.259737674,3982798.276,4872752.82,10000000.0,16.0,116000000.0,7700076.667,4121773.722,10000000.0,11282.0,110000000.0,8490437.769,3728246.435,10000000.0,1808.0,0,0,0,0,332,424,0.138526759,0.121210914,0,788,39.90322581,159.524158,25447.95699,0,0,1,1,0,0,0,1,0,41.23333333,28.0625,56.28571429,0,0,0,0,0,0,16,449,14,788,8192,288,12,20,40426.90909,96726.09862,332067.0,11172.0,9993733.455,39742.59537,10000000.0,9874736.0,Benign
80,6,02/03/2018 09:16:28,110017297,16,15,596,768,293,0,37.25,99.83553142,384,0,51.2,135.1164577,12.39805046,0.281773874,3667243.233,4864953.392,10000000.0,20.0,110000000.0,7332355.867,4544425.923,10000000.0,3839.0,110000000.0,7856093.5,4253533.603,10000000.0,446.0,0,0,0,0,332,432,0.145431677,0.136342197,0,384,42.625,114.7900608,13176.75806,0,0,1,1,0,0,0,1,0,44.0,37.25,51.2,0,0,0,0,0,0,16,596,15,768,8192,980,12,20,46396.09091,32905.6941,129111.0,31888.0,9952271.0,167397.0281,10000000.0,9453061.0,Benign
443,6,02/03/2018 09:16:28,62495995,21,26,1501,21198,520,0,71.47619048,124.889799,1420,0,815.3076923,662.0611917,363.2072743,0.752048191,1358608.587,8631526.147,58600000.0,0.0,62500000.0,3124799.75,13100000.0,58600000.0,28.0,62400000.0,2494241.56,11700000.0,58700000.0,0.0,0,0,0,0,432,532,0.336021532,0.416026659,0,1420,472.8958333,617.5791874,381404.0527,0,0,1,1,0,0,0,1,1,482.9574468,71.47619048,815.3076923,0,0,0,0,0,0,21,1501,26,21198,8192,66,9,20,3747694.0,0.0,3747694.0,3747694.0,58600000.0,0.0,58600000.0,58600000.0,Benign
443,6,02/03/2018 09:16:32,110271350,18,18,917,3663,587,0,50.94444444,143.6885817,1460,0,203.5,473.6479519,41.53390704,0.326467392,3150610.0,4699870.657,10000000.0,0.0,110000000.0,6485911.176,4908309.705,10000000.0,197.0,110000000.0,6485918.471,4925910.883,10000000.0,0.0,0,0,0,0,372,504,0.163233696,0.163233696,0,1460,123.7837838,349.2060944,121944.8964,0,0,1,1,0,0,0,1,1,127.2222222,50.94444444,203.5,0,0,0,0,0,0,18,917,18,3663,8192,62,14,20,30935.36364,66834.84888,232450.0,10746.0,9992745.545,39149.2972,10000000.0,9874706.0,Benign
53,17,02/03/2018 09:12:06,519,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,192678.2274,3853.564547,519.0,0.0,519.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1926.782274,1926.782274,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,02/03/2018 09:18:37,28960,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,138.121547,9653.333333,16619.60849,28844.0,47.0,28960.0,14480.0,20411.34435,28913.0,47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,68,28,103.5911602,34.53038674,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:16:30,69700137,26,43,2926,21076,670,0,112.5384615,170.6428389,1430,0,490.1395349,628.6524735,344.3608726,0.989955013,1025002.015,7129173.876,58200000.0,0.0,69700000.0,2788005.48,11700000.0,58300000.0,29.0,69500000.0,1655813.881,9072357.399,58300000.0,0.0,0,0,0,0,532,872,0.373026526,0.616928486,0,1430,342.8857143,535.0885757,286319.7839,0,0,1,1,0,0,0,1,1,347.8550725,112.5384615,490.1395349,0,0,0,0,0,0,26,2926,43,21076,8192,230,16,20,987977.0,1036905.627,1721180.0,254774.0,33800000.0,34500000.0,58200000.0,9354041.0,Benign
443,6,02/03/2018 09:16:33,119968869,45,68,4861,12883,905,0,108.0222222,171.7963235,1430,0,189.4558824,324.6093604,147.9050369,0.941911022,1071150.616,3770212.854,15000000.0,0.0,120000000.0,2725241.159,5692208.948,15000000.0,27.0,120000000.0,1790308.075,4760797.98,15000000.0,0.0,0,0,0,0,912,1372,0.37509731,0.566813712,0,1430,155.6491228,275.2714825,75774.38907,0,0,1,1,0,0,0,1,1,157.0265487,108.0222222,189.4558824,0,0,0,0,0,0,45,4861,68,12883,8192,251,26,20,404118.25,581058.1213,1630105.0,103624.0,14600000.0,700774.0497,15000000.0,13400000.0,Benign
0,0,02/03/2018 09:16:42,93997244,58,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.617039368,1649074.456,1505077.625,7421592.0,397276.0,94000000.0,1649074.456,1505077.625,7421592.0,397276.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.617039368,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,58,0,0,0,-1,-1,0,0,36200000.0,35800000.0,61500000.0,10900000.0,6999930.0,596320.1191,7421592.0,6578268.0,Benign
443,6,02/03/2018 09:19:08,122303,9,8,511,3820,194,0,56.77777778,83.27781484,1460,0,477.5,632.2458835,35412.0504,138.9990434,7643.9375,17510.57207,68462.0,0.0,122303.0,15287.875,22966.63708,68462.0,18.0,105262.0,15037.42857,31893.67231,85642.0,0.0,0,0,0,0,192,172,73.58772884,65.41131452,0,1460,240.6111111,464.2896078,215564.8399,0,0,1,1,0,0,0,1,0,254.7647059,56.77777778,477.5,0,0,0,0,0,0,9,511,8,3820,8192,31,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:19:08,204349,9,8,507,4795,194,0,56.33333333,82.46665993,1460,0,599.375,717.1238063,25945.8084,83.19101146,12771.8125,23277.50996,82480.0,1.0,204349.0,25543.625,28187.26189,82480.0,27.0,103972.0,14853.14286,27188.33579,70103.0,1.0,0,0,0,0,192,172,44.04230018,39.14871127,0,1460,294.5555556,542.0604722,293829.5556,0,0,1,1,0,0,0,1,0,311.8823529,56.33333333,599.375,0,0,0,0,0,0,9,507,8,4795,8192,30,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:19:08,205024,9,8,507,4794,194,0,56.33333333,82.46665993,1460,0,599.25,717.2257564,25855.5096,82.9171219,12814.0,26660.32776,97905.0,0.0,205024.0,25628.0,34017.12271,97905.0,16.0,187407.0,26772.42857,46881.93572,115033.0,0.0,0,0,0,0,192,172,43.89729983,39.01982207,0,1460,294.5,542.0829381,293853.9118,0,0,1,1,0,0,0,1,0,311.8235294,56.33333333,599.25,0,0,0,0,0,0,9,507,8,4794,8192,30,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50159,6,02/03/2018 09:19:08,801,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,47440.69913,3745.318352,400.5,546.5935419,787.0,14.0,801.0,801.0,0.0,801.0,801.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,2496.878901,1248.439451,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,31,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50158,6,02/03/2018 09:19:08,1193,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,31852.47276,2514.668902,596.5,819.5367594,1176.0,17.0,1193.0,1193.0,0.0,1193.0,1193.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,1676.445935,838.2229673,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,31,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:19:09,120119,9,7,557,3773,206,0,61.88888889,88.34371008,1460,0,539.0,655.4329358,36047.58614,133.2012421,8007.933333,13136.76925,35398.0,1.0,120119.0,15014.875,16682.39086,40607.0,16.0,82137.0,13689.5,19354.50961,41249.0,1.0,0,0,0,0,192,152,74.92569868,58.27554342,0,1460,254.7058824,474.6863128,225327.0956,0,0,1,1,0,0,0,1,0,270.625,61.88888889,539.0,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:19:09,121919,9,7,557,3773,206,0,61.88888889,88.34371008,1460,0,539.0,655.4329358,35515.38316,131.2346722,8127.933333,13551.23094,35327.0,1.0,121919.0,15239.875,16505.34945,38117.0,16.0,86346.0,14391.0,21593.60876,48057.0,1.0,0,0,0,0,192,152,73.81950311,57.41516909,0,1460,254.7058824,474.6863128,225327.0956,0,0,1,1,0,0,0,1,0,270.625,61.88888889,539.0,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50163,6,02/03/2018 09:19:09,29903,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,1270.775507,100.3243822,14951.5,21124.81509,29889.0,14.0,29903.0,29903.0,0.0,29903.0,29903.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,66.88292145,33.44146072,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50164,6,02/03/2018 09:19:09,30059,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,1264.180445,99.80371935,15029.5,21239.36639,30048.0,11.0,30059.0,30059.0,0.0,30059.0,30059.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,66.5358129,33.26790645,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 09:19:10,423054,9,7,519,3234,201,0,57.66666667,84.93968448,1430,0,462.0,668.5244947,8871.207931,37.82023099,28203.6,45279.81602,112583.0,0.0,423054.0,52881.75,51494.7408,112583.0,268.0,210050.0,35008.33333,53896.97481,112259.0,0.0,0,0,0,0,192,152,21.27387993,16.54635106,0,1430,220.7647059,463.3286535,214673.4412,0,0,1,1,0,0,0,1,0,234.5625,57.66666667,462.0,0,0,0,0,0,0,9,519,7,3234,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50167,6,02/03/2018 09:19:10,2045,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,18581.90709,1466.992665,1022.5,1399.36432,2012.0,33.0,2045.0,2045.0,0.0,2045.0,2045.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,977.99511,488.997555,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
